,ID,shortcode,text,hashtags,comments,likes
3.170,,,Young people identifying as LGBTQ at greater rates than any generation before leading to a new generation of #LGBTQ voices that demands to be seen heard and protected in ways the world has never witnessed 🤩🏳️‍🌈 That’s why this year Teen Vogue is proud to present @GLAAD's inaugural #20Under20 list: a diverse collection of 20 young LGBTQ people who are shaping the future of media and activism and inspiring countless others along the way. ✨✨✨ Meet them all from activists to actors at the link in bio. 🎨: @carrasykes,lgbtq 20under20,"|🤩🏳️‍🌈❤️ @ezra.wheels @_shannonli_ @jazzjennings_ @itsmapsters @sarahrose_trans @loganrozos @JoshuaRush @lachrwatson Sameer Jha @leodanielrocha @Iamzoeyluna|😩😩|❤️❤️❤️|❤️❤️❤️|♥️✨♥️🏳️‍🌈♥️✨♥️|!!!!!!!! ♥️🤩|💙💙✌🏻|👏🏾👏🏾👏🏾👏🏾👏🏾|🏳️‍🌈|go sage 💗|Aaaah!!! THANK YOU GLAAD AND TEEN VOGUE for including me!! ❤️❤️❤️|Not saying that these people aren’t good people or not doing great stuff but they fall under stereotypes that people have on the lgtbq+ community. This is not to say that anything is wrong with these stereotypes but I just feel like the community is more than stereotypes. Diversity is not just in extremes and people that are very outspoken. Show more lgtbq+ people that are just great at what they do and not just great at what they are. Designers engineers professors etc not just people that have a large social media following. Not to say all these people are or aren’t what I described but they are at least put forth like this.|Thank you @teenvogue for this incredible opportunity! 
After being closeted for 16 years of my life hating who I was it means so much to be celebrated for that identity that I used to resent because society told me it was wrong. 
I am so honored thank you ❤️🏳️‍🌈!|Thank you so kindly Teen Vogue for featuring me and these amazing young people who are fighting for the rights and representation of the LGBTQ+ community! I am deeply appreciative and humbled to be a part of this list!!! 💛🏳️‍🌈|I’m pretty sure they aren’t THAT young|This is amazing|This is so hot! Love you @teenvogue 💓💓💓|Yes @escajalex !!!! 💕|So honored to be included with other incredible young LGBTQ people! In awe of everyone. Thank you so much! 🧡🌈|SO MANY STANS ON THIS LIST @joshuarush @thhrift @jamie_s_margolin @aaron___philip 😍❤️💕💕|Yesssss @_shannonli_ 👏🏼👏🏼👏🏼|@escajalex yesss omg 💕💕|$100 if I dont accept your request within 30 seconds|am I a fan? yes. am I a stan? yes. is this new news? no.|so honored to be featured here and in truly the most amazing company with these fellow activists 💛|surreal to see my face next to so many folks i’ve looked up to for so long ✊|Incredible! 💛|Follow us for source of beauty. We're Just Starting...|Proud 🏳️‍🌈❤️🧡💛💚💙💜 👏🏽👏🏽👏🏽👏🏽👏🏽✨💓|yes @josietotah 💗💗🤩|✨🙌🏾✨|Ahhh so proud of all of these humans!!|my favorite human @josietotah|@josietotah eyelashes are spot on|hell yes!!!!! @josietotah ❤️❤️|💞💞💞 @josietotah|Kidd Kenn!!! 💕|What an inspiring group of people to learn about! Thank you for asking me to be a part of this with y’all! (Definitely a dream of mine growing up to do something with TeenVogue ❤️)|YESSS @kiddkenn 🔥🔥🔥|Yes!!! @josietotah|You are incredible @josietotah|oh hey it’s @ezra.wheels!|My BABE😍😍😍|i love you @josietotah|Yas! Ose! I see you representing @victoryinstitute 🌈🔥😍❤️|Amazing!!! ✨🤎 The future looks bright! 🌻|@josietotah YESSS🙌🙌|Faltaría @coreymaison no?|@sarahrose_trans 🤩🤩🤩🤩🤩🤩🤩🤩 we’re all proud of uuuuuu|Hello|👌❤️👌|🙌🏼🌈💕 @kiddkenn @escajalex @osearheghan @jamie_s_margolin @josietotah @thhrift @ianaiexander @aaron___philip @emmawise18|🏳️‍🌈❤|Thank you Teen Vogue for this amazing opportunity! Means a lot to be apart of a group of individuals who have helped create a better place for the LGBTQ Community",10228
3.171,,,Speak on it @indyamoore!! 👏🏼 Join Indya Hayley Kiyoko Elton John Cara Delevingne Princess Nokia and so many more for @them's virtual pride event #OutNowLive ✨ Find out more about guests + how to tune in (Monday at 8pm ET) at the link in bio.,outnowlive,|I want a girl friend😍|Beautiful|I believe if the president would take a big action on how the police should handle the situation right it will be a better place to live in. 💕|See you there! 🤍👏🏽🔮|🏳️‍🌈‼️|✊💖|They're incredible. Beautiful message.|Dont let these socialist brainwash you my children. Don't follow to mob 🧟‍♀️🧟‍♂️ do research and come to your own conclusions|✨✨✨|😍💔💓😘💟💓💕😍😍💔💔💕💓💓😘😘💟😘💓💓💕💕💔😍😍💔💕💓😘💟💟💛💛🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌nice msg|🙌🙌|She sounds like a douche.|❤️|🙏🏽❤️|🙌✌🏻|Goat,9391
3.172,,,No matter how you present yourself your gender is valid. Period! 🌈 For #TVPride month we partnered with @trevorproject to share some important resources — like their 21-page handbook on #LGBTQ basics and coming out. Read more at the link in bio. ✨,tvpride lgbtq,|🌈🌈|Love Vogue ❤️|Yup|So if it walks like a boy and talks like a boy it’s not a boy?|❤️❤️❤️|💗💗💗💗💗|👏🏻👏🏻👏🏻👏🏻|It is important for @teenvogue to realize that your gender is dictated by your biology not how you identify yourself.|Accurate ❤️❤️|💛💙|👏👏|I dont get it. They either want to be seen as male or female so they dress walk talk like a male or female. Stop publicising this never ending list of options people can be now. There are 2 options thats all folks 😂😂|I am a woman i am not a person who menstruate or a person non prostate owner. Shame on you|🤣🤣🤣|Stop forcing this shii to be normal LMAO🤣🤣|❤️|*not to|Yes people love to be with kids too like man love why not support this ? Kids don’t need protection and they pretty much know what they are from the beginning .. one day we have a world full of babies drag queens .. stfjdknfjejdbkfkenfjfnh|🏳️‍🌈,9065
3.173,,,As the country celebrates #Juneteenth a great way to meditate on how far we've come (and how far we have to go) is by watching Black films. 🎬 From 'Paris Is Burning' to 'Toni Morrison: The Pieces I Am' check out our list of 15 documentaries to watch about the Black experience in America (link in bio).,juneteenth,"|“Freedom Writers” is a good movie|🖤✊🏿|I think it's a good option @teenvogue Thank you for this🖤😔💘|👍|Always remember the soldiers and generals who fought for slave freedom such as ULYSSES S.GRANT WILLIAM SHERMAN & GEORGE MCCLELLAN among countless other WHITE officers who often fought against their home state and OWN family members. Never forget the sacrifices these WHITE AMERICANS MADE TO FREE SLAVES...|✊🏿✊🏿✊🏿✊🏿✊🏿|@vogue(kins)? S’we at base need the July 2020 cover for the start of the unconventional president tour! I have been sent to claim the solar system with the OL BASE TESTAMENT & support of the U.S.E. (United Systems Earth)! Please tell my “AO BirthRite BabyMama #1” GiGi Hadid (whhhhy?)that I request a “SLAVE SERVICE” to be performed by her for me as a secretary immediately! Tell her to report to: “Window Lil Star”
702 Washburn st
Taylor Tx 76574

CEO: hs

The Unconventional “46th” President (Message box check)|PLEASE USE YOUR PLATFORM TO BRING ATTENTION TO OUR CORRUPT SCHOOL DISTRICT! CHECK OUT THE POSTS ON @dearolsd AND THE COMMENTS ON @olentangylocalschools|OUR SCHOOL DISTRICT IS CORRUPT PLS SHED LIGHT ON WHAT THE POC IN OUR DISTRICT HAVE TO DEAL WITH ON A DAILY BASIS @dearolsd @olentangylocalschools|@tommyxblake 💖💖💖|✊🏾💕✨|CHECK @dearolsd POSTS AND @olentangylocalschools OUR VOICES NEED TO BE HEARD.|Stick to fashion.  Quit trying to brainwash kids into becoming Marxists.|♥️|Yes yes yes 👏|👊🏿👊🏿👊🏿👊🏿",15420
3.174,,,Happy #Juneteenth! To our non-Black followers have you Venmo'd a Black person today? 🤑 Black lives have been undervalued in America for hundreds of years and paying reparations to Black American descendants of slavery is just one way for this country to right one of its fundamental wrongs. If you believe #BlackLivesMatter read more about #reparations at the link in bio.,juneteenth blacklivesmatter reparations,"|Yooooooooo the fact that THIS is a caption on Teen Vogue! Y'all killing it. Miss y'all!|I don't get it. Why do someone descrimintae someone else even after knowing that we all are #humans ultimately @theellenshow @barackobama @michelleobama44 @oprah|Round of applause 👏🏾 👏🏾👏🏾|love this caption for y’all 😭|Teen vogue talking about reparations 🤦🏻‍♂️|Lmfao|Once again @teenvogue proves they are racist and clueless. We are not our ancestors. Paying reparations to someone because of what their ancestors did is just plain stupid and discriminatory.|Venmo:Asha-Mosley-2|Oh my gawd where were you when I was a teenager 😍|Venmo: $elevenwhitmore|The article is amazing! The caption is misleading though and should have been thought out better as the article clearly states reparations should come from the government on a taxpayer funded basis (which I totally agree with). It pretty clearly says that payments made on an individual responsibility basis aren’t the way.|🙏🏿🙏🏿🙏🏿|All the people in the comments trying to get money lmaoo|Why should people who never owned slaves pay reparations to people who never were slaves? And what happens if your mom is white and your dad is black? Do you have to pay reparations or do you receive them? What if you’re a black person whose ancestors owned slaves in America (it happened)? Are you still a victim just because of your skin color?|The generation is not responsible for the wrongs of previous generations. Also I'm from China. My ancestors back then did not even know there's a place called America and there's a country called the USA. #reparationsareracist|No|Get this through your head... Not. One. Single. Black. Person. Alive. Today. Is. Or. Was. A. Slave... Paying reparations is the single most IDIOTIC idea. Go out and work for your money just like everyone else. As a free white American I DO NOT owe anyone anything just because the color of my skin is different.|@thewillwitt @realcandaceowens @theisabelbrown|@bulkyboi__|@sophancy819|This is garbage @thereal_johncarter|@tugslife|This is disgusting. This is when the movement becomes far fetched. Why should anyone have to pay reparations for actions they've never committed. Pay reparations to people who never experienced slavery. To people whose parents grandparents great grandparents didn't experience slavery. Slavery was abolished roughly 6-8 generations ago. It's disgusting that there are people who want to obtain free money because of their race. How dare you use the history of the nation to claim you deserve something you didn't earn. Shame on you if you believe this is good. If this is the case give me money because past Americans died during world war ii. Give me money because Americans died during world war i. Give me money because of the Americans who died during the civil war. People like you destroy the movement.|indigenous blk southern queer trans-masc ~hoodoo henny~ mr. mama of four venmo: cmwardlaw|The World can't move forward without Reparation|https://www.brookings.edu/blog/up-front/2020/02/27/examining-the-black-white-wealth-gap/|reparations the most idiotic bull crap I have ever heard. How do y’all reckon to end racism if you’re actively promoting it?! Clowns|I’m not paying anyone my family wasn’t even here|Oh yeah TRUMP 2020|Go eat feces and die @teenvogue|Funny how the lying politicians start talking about Reparations EVERY election year.  Some of you may be too young to know this.  It will never happen.  Watch how quickly the conversation stops after the election.  The democrats are again pandering for the black vote as they always do.  And what about the very wealthy BLACK slave traders?  Do they have no fault?  Also what about the 300000 plus WHITE slaves brought over from Europe in the 13th & 14th centuries?  It was all horrific but thankfully we have progressed.  Do good in life and you will go far no matter your race.  Peace and God Bless!|We don't need reparations. I'm not going to and neither should the government give out reparations to blacks. Slavery was abolished 155 years ago no one is alive from them. I sure as hell am not going to give a black person money because of something 155 years ago.|Start distributing your wealth then Teen Vogue|Yes we can|The left is more obsessed with race than actual racists which is why racism will never go away. Y’all really don’t get it. Keep feeding attention to it and it will never go away|How about Black Lives Matter distributes money to the black communities instead of democratic candidates|Families Of past slave owners can pay living descendants of slavery. From that deduct all the welfare  Wic & college assistance  subsidized housing etc that’s fair.|No I have not.|👍🏻👍🏻|👏🏽🖤👏🏽|😢🙏|I feel like the US government should definitely pay reparations. Similarly to how the German government pays money to the families of Holocaust survivors. It’s the right thing to do.|Well hey there y’all 👋🏾 My family are descendants of slaves back in good ol Kansas (on my moms side) and Louisiana (fathers side) so with that being said my cashapp is $aaliyahabdul 😊 happy Juneteenth‼️|venmo: itssakeenah 🧐🤑|Nah man should have been done long ago. Why should I have to pay? My ancestors didn’t even live here until long after the 13th amendment was passed. There are other things we can do like school choice|Venmo: @stecy
Cashapp: $StecyMbemba ❤️|I get the point but I think asking your average person if they’ve randomly donated money to a black person today is a bit odd in the middle of A. a pandemic B. One of the largest recessions in American history with unemployment rates reaching higher and higher and C. Some of the worst health care in the world. Why don’t we call on the government to set up program’s? Or ask people to buy from black owned companies when they need something.|Cashapp: $MissMelodyXOXO Venmo: Miss_Melody_XOXO PayPal : melvintt35@gmail.com|my Venmo: jasmineecheek if y’all wanna support black women 😌🦋🙏🏾|Have any one though what about the once that are in prison that committed a crime|🙌🏾|🗣💯|👏🏼|@cthagod what do you think of this?|♥️|No.  No one alive was ever legally a slave and no one alive is legally a slave owner.|But no one alive in the US was a victim of slavery here?|I Hear You! The Struggle Continues!",11966
3.175,,,"As @derricknaacp says ""If there is not a retelling or remembrance of the true history in this nation we're doomed to repeat it."" At the link in bio @meelanash explains why #Juneteenth isn't America's ""other"" Independence Day — it is *the* Independence Day!",juneteenth,"|happy juneteenth slatt|I like the fact that u guys use ur platform to educate ppl...KEEP UP!!!👏🏽👏🏽👏🏽🥺🥺🥺|🇨🇱🇨🇱🇨🇱|I'm glad teen vogue spreadt awareness about this respect🔥|❤️❤️|Good until the last line. However this should be a holiday|To celebrate Juneteenth  I run a Black-owned life coaching business @refinedwellbeing  and am giving consulting to three people for free! 🤛🏾💕🖤✨|This is so important. It makes you really reflect on the holidays we are allowed to “celebrate” and take time off for. It’s all rooted in the same thing. Like...Columbus Day is celebrated but not Juneteenth?|🙌🏾|👏👏👏|❤️❤️❤️|❤️❤️|Juneteenth is a celebration of when the emancipation proclamation went into effect in Texas...two years after it was signed. Juneteenth wasn't the liberation of all slaves, as that had already happened. Juneteenth isn't technically national, although Texas should observe it",10922
3.176,,,#OuterBanks star Madison Bailey is pansexual and thinks you might be too 👀🌈 Madison explains why it's worth coming out at the link in bio.,outerbanks,|love her ❤️❤️❤️|@anyaepst|love her|late new i already knew thanks i guess..?❤️|Queen 🏳️‍🌈|🔥🔥🔥🔥|💙💙✌🏻|👌👌👌👌|@nadiaaheree ??|😘😘😘😘😘|Don’t say “you might be too”because that could be confusing for children and people I think people are trying to influence there believes onto us it’s okay to be straight and don’t ever think you have to be anything else if your not sure x|👍|Who even is that|🖤🌟🖤|❤️❤️|Hey Im a professional photo editor and I’d like the opportunity to edit some photos for you. I can create you custom vogue/fashionova coversedit your photos to really make them look as best as possible remove filters that may be covering part of you face (Like Snapchat butterfly filter etc. I can also scars bumps dirt marksetc. that you may not want in a photo. Check out my TikTok or IG page to see what I mean @elijah.edits202 👌🏽🔥💯|Hee waarom sta jij op Teenvogue @brittpelupessy|@taniasotya 👁👁|I thought this was you 😅 @conniegalbraith|🤩|X dcwa  o.|❤️❤️❤️❤️❤️❤️❤️❤️❤️|I'm pan too!!|Love herr|Beautiful|https://youtu.be/RJlt2thhIpU|@xx.diya.shah.xx read the captionnnn|Might be too ?|I also like cooking|oh so she doesnt exist|💓💓|😍😍😍|Hi|❤️|Isnt she lesbian?|@madisonbaileybabe has to see this|Hi there! Sorry to self promote but we just made a podcast! Please give our first introductory episode a listen and see if you would be interested in listening! ❤️|Hi my name is Mia I wanted to reach out and offer my advertising service for free. I’m hoping to expand my portfolio and gain more knowledge through work. If you are interested please respond back! Thank you for you time.|Waw  beautiful girl|There are only two genders lol if you consider that are something else than a boy or s girl you have serious mentality problems.|@usamaf4|Yeah let’s get advice from a D list celebrity.|why does it say “you might be too” that’s confusing to so many people and kinda wrong.|Who?|Cute 😍✨|Hi everyonewould you like to get a waist beads  spiritual protection business growth  love attraction goodluck beads and protection spell please send me a DM.|#evil|Gorgeous🥰😍🤩|OUTER BANKS|I love herrrrr😍|❤️🧡💛💚💙💜🖤🤍🤎💖|she’s just so awesome ✨|Gorgeous💕|Omg.  She Guessed it she's right!!!😀|crazy how biphobic people are 💞|She's cute 😭💖|@marceljacome|❤|We love her|She’s my neighbors friends cousin or sister idk😂 I know that much tho.|🐕|Awesome❤️|The beautiful Madison B. ❤️🐐 LOVE!!|❤️💛🧡💚💙💜|Follow for follow back|@madilaplante|❤️❤️❤️|😍|LOVE HER 🙌🏽🎉🎊❤|uh what|💖💖💖|🔥💓🙌|How is she so beautiful inside and out?!!?💛|how are there seriously people that theorise that “all people are secretly pan/bi”?? it completely eradicates and discredits the existence of so many identities. let people identify as what they want to identify as pls|GIVE HER CHARACTER A GIRLFRIEND NEXT SEASON 🗣️🤣|❤️❤️,59749
3.177,,,All hail queen @candicepatton!! 👑⚡ Fans are holding The CW accountable for taking a stance against racism years later than they should have — especially considering the years of racist abuse #TheFlash star has faced. Read more at the link in bio.,theflash,"|Yes to the Queen!|I love her so much|love her!!!!!!!!|Love her! ❤️|I still remember the amount of hate she got even before The Flash was on air. Just bc Iris will be black thats something that did happen. I was in shocked reading haters and how they were already shipping the male lead with a white character and talking about the chemistry they had way before it was on air. 🤷🏻‍♀️|Phenomenal woman so inspiring|she’s wonderful ❤️❤️ I love her|yes queen! 😤|She's amazing!! You're amazing @candicepatton 💜💜💜💜💜|loml❤️❤️❤️❤️❤️|Candice 😍😍😍|we always have stanned a queen|I love this teen vogue! I’ve been a fan of Candice for years and it’s been a ride dealing with racists and fighting for her but I don’t regret a bit of it!|❤️❤️❤️❤️|A queen ❤️|I love her so much ❤️|💓🙌👏|Love and appreciate her so much 💜|I love you|Love you queen 👑❤️❤️❤️💖 🙌🏽 ✊🏽✊🏽✊🏽✊🏽✊🏽✊🏽✊🏽|That's my baby!!|#hearcandicepatton ❤️|QUEEN|👏🏼👏🏼👏🏼👏🏼👏🏼|💕💕💕💕|Love her|💚|😍|AHHH SHE LOOKS SO GOOD|MY ADORABLE BABY|😭😭😭😭😭😭GEORGEOUS! SHOWSTOPPING! BEAUTIFULLLLLLL|❤️❤️❤️❤️|Love my girl. 💞|I love herrr😍❤️|Queen of DCTV❤️|YESSSS|One of the biggest inspiration ever!!!❤️|❤️❤️❤️❤️|Then why do they use too much filters in their photos 😅😅|Beautiful|Hi my name is Mia I wanted to reach out and offer my advertising service for free. I’m hoping to expand my portfolio and gain more knowledge through work. If you are interested please respond back! Thank you for you time.|Pick and choose your queens🤦‍♂️ can’t have too many of them 🙄|Yassss!!!!👏🏼👏🏼 As they should!!!!!!|This is all facts!!!!|I’m disgusted by and at the way The CW has treated her for years.|QUEEN!!|Yasss finally @candicepatton is getting the attention and respect she deserves she didn't and doesn't deserve any racist abuse.|❤❤❤|Candice deserves so much better ❤️❤️❤️ love her|Nothing phenomenal about it|😍😍😍😍😍|🥵🥵🥵🥵|Love her!!|❤️❤️❤️|She is amazing and an inspiration. 😍|All hail to our Queen indeed ❤️ She deserves protection and so much love 💜|😍😍😍|Yep! She’s been speaking out the past 6 years. I hope that finally her workplace will be better for her.|🙌🏽|🔥🔥🔥⚡️😍😍|🙌🙌🙌|👏🏾👏🏾👏🏾 @candicepatton deserves all the recognition and more!! She’s so inspiring and paving the way for so many! Her story needs to be heard!! #hearcandicepatton #blackwomeninhollywood|Gorgeous period|Candice Patton is a beautiful talented queen YUP YUP|YUHHHHHHH|🤩🤩🤩🤩🤩🤩|Candice!! ❤️❤️|Thank you teen vogue 👏🏽👏🏽👏🏽|Love her 😍😍😍🔥🔥🔥|i love her so much 🥺|😍😍😍😍|She is an amazing person and have a beautiful heart ❤️ put respect on her name|🔥🔥🔥🔥🔥|Gorgeous ❤️❤️❤️|Candice deserves so much credit for always being an advocate for diversity on hollywood sets! She's been through so much it's incredible to see how strong she is ❤️|@Candice Patton is inspiring and her being casted for the role of Iris west will always be revolutionary to me❤️|Iconic😍😍😍|Queen👸❤️|LOVE her 💗|She deserves so much better!! 😔 She’s been a trooper all these years while being bullied and the network stayed silent! We her loyal and amazing fans have her back!! She’s so beautiful in and out! A Queen!!! 💜|YUH GET INTO IT😍😍😍|🥰🥰🥰🥰🔥🔥🔥|candice patton: multi-talented queen 🔥❤️❤️😭😭|WOW ❤️|❤️❤️❤️❤️❤️|❤️❤️❤️❤️|❤️❤️❤️❤️|❤️❤️❤️|❤️❤️❤️|😍😍😍😍|Queen|❤|🙌🏾🙌🏾🙌🏾|A beauty 😍😍|Queen of DC💗💗|We love a QUEEN 😍😍😍😍|Candice Patton deserves so much better!!|This woman never had any “racist abuse” against her. That’s a lie made by her to get public sympathy and publicity. Candice is the racist. She hates white people and she wants all white people off the flash that’s why she got Hartley Sawyer fired. I can’t believe teen vogue would believe these lies and put them on your instagram. Shame on you teen vogue.|#firecandicepatton 
#firecandicepatton 
#firecandicepatton 
#firecandicepatton|Beautiful|💜💜Amazing soul !|😍🔥|❤❤|Yes. I love her. ❤️❤️❤️|Yaaaaaaaaaas ALL HAIL QUEEN @candicepatton 👏🏾👏🏾👏🏾|❤️❤️❤️|❤️❤️❤️|Candice deserves so much love for staying strong through everything ❤️",12026
3.178,,,Two years after the coming-of-age and coming out journey of #LoveSimon Hulu series #LoveVictor has arrived with a new kind of love story 💞 Meet the cast of @lovevictorhulu at the link in bio.,lovesimon lovevictor,|It’s so gooooooooood|Love the Latino representation...still a lot to go in that area in regards to accurate representation..but nonetheless it’s a great show and headed in the right direction! 🙌🏼🙌🏼🙌🏼|Follow to become more ~cultured~|🔥🔥🔥🔥|عالی|❤️|Go watch guyss❤️ ugh I cant wait till season 2!!!|Look at my love @rachelonacloudyday !!!! 😍🥺😍😍😍😍|Representation: straight people great|@tiamisu12,9258
3.179,,,thank you @lilireinhart for hosting this fantastic convo with our editor-in-chief @lpeopleswagner about #blacklivesmatter mental health representation in media and more 💖,blacklivesmatter,|👏🏻|loved watching 🙌🏼|Such a great conversation!|💕😍❤️💘❤️😍💘🤩😍🤩❤️|💕💕💕💕💕|😍💕❤️|Lilii🤩😍|We love Lili!!!💜|I loooove this 👏😻❤️|👏🏾👏🏾👏🏾|💕💕|@ismail_galmouss ahssen live daz f confinement|I was referred to this platform by my friend online and I thought it is was a major scam .. The reviews are great after watching for a few days I was moved to give a try and to my greatest surprise here I earned. So I just want to share this to people too Reach out to @official_jack_garrison|✨|🔥✊🏼✊🏽✊🏿|Ilysm 😭 @lilireinhart|I scrolled to this as I was watching riverdale|the sweetest person in the world!!! @lilireinhart 🦋🌷|🖤🖤|Teen Vogue is like look we are secular we don't descriminate lmao|🙏 Keep up the good work! 💓|O loves this conversation ❣️|❤️❤️|Loved watching this!|❤️❤️❤️|Hello! We really appreciate everything that you guys are doing. We are hoping you can correct an article you published in 2018 that wrongly credits us (and several other white-owned brands) as Black-owned. the article is getting alot of attention right now as people are looking to support Black designers (which is great) and we are finding our name on more and more lists that it should not be on. Please remove us. Yevu and Della are also white-owned brands. https://www.teenvogue.com/gallery/shop-black-owned-brands-support-black-panther|Their conversation has been great. 🙌|❤️❤️👏🏼👏🏼|👏👏👏|I love lili and what she is doing🤧💗|❤️|Lili❤️,12583
3.180,,,On Sunday June 14 All Black Lives Matter held a march in West Hollywood to protest police brutality and celebrate #LGBTQ people of color. At the link in bio @phyliciajphotography documents the joy and pain of those fighting for collective liberation. ✊🏽,lgbtq,|👊👊👊👊👊👊|💗💗 love teenvogue coverage lately 🔥🔥|❤️|Thank you @teenvogue ! ✊🏾❤️|there are no saints on our earth among the dark and light|I’m so happy and proud of you @phyliciajphotography continue to working at the craft your moment is coming|Follow @tugce.tokmak.3.t.3|https://youtu.be/RJlt2thhIpU|Powerful!!!! Amazing photo @phyliciajphotography ✊🏾✨|Beautiful!|@phyliciajphotography 👏🏾🙌🏾💃🏽💪🏾✨|hey vogue check out my recent|Breeds life matters most|🙏🏿🙏🏿|all lives matter,10126
3.181,,,"""If queer and trans Black people aren't liberated no Black people are liberated at all."" 💯 At the link in bio @steroidbeyonce explains why the #BlackLivesMatter movement must include (and celebrate) trans people in order to move forward. 📸: @michaelnoblejr",blacklivesmatter,|❤️|True👏👏👏|👏👏|BLACK TRANS LIVES MATTER|Beautiful|@tommyxblake 💖💖|#🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸|🔥🔥🔥|😍❤️💕|all lives matter,10648
3.182,,,"Oluwatoyin ""Toyin"" Salau was 19 years old. She was a Black girl a survivor and an activist who fought for ALL Black lives. It is our duty not only to seek #JusticeForToyin but to protect and care for Black girls and women who are very much alive. #RIPToyin #SayHerName (🎨: @broobs.psd)",justicefortoyin riptoyin sayhername,|💋|❤️|😍😍😍|she’s BEAUTIFUL|this breaks my heart 💔 rest easy beautiful|💛💚|Gorgeous 😍 what happened?|This is important but let’s see some content about that Supreme Court decision 👏🏻👏🏻🏳️‍🌈🇺🇸|❤️|🦋🦋🦋|💙💙💙|I hope you all saw that post where her friend said not to donate to her fund me that was set up by her family who abused and did not support her. We have to find another way to support her without supporting her family’s case.|💗💗💗💗|🙏🙏|I love your contents and I post contents just like yours. I would love my blog be featured on your page.|💛|💔💔💔|❤️❤️❤️|🙏🏾🙏🏾🙏🏾🙏🏾|🤎,10665
3.183,,,"We stood and marched in solidarity with the Brooklyn Liberation (@brooklynliberation): Action for Black Trans today. When we say #BlackLivesMatter that means #BlackTransLives matter. There is no liberation or revolution without Black Trans people. Through our words and actions may we support defend show up for fight for and listen to Black Trans Lives today and every single day to follow.⁣
⁣
Check out our story for our IG takeover with @fiveboi for more coverage from today’s actions and further resources/organizations to support.",blacklivesmatter blacktranslives,|👏👏👏👏👏|All lives matter.|YES BLACK TRANS LIVES MATTER !!!!!!!!!!!!!|🙌👏🙌👏🙌👏|♦️♦️♦️Are you suffering from any form of any human infection such as herpes HIV/AIDS asthma lupus cancer etc and you have tried all means and the infection is still there?. Check my bio.|All Black Life Matter...I am with you always.|❤️❤️🔥🔥|💙💗🤍💗💙|VOTETRUMPOUT|👏👏👏|❤️❤️❤️❤️❤️❤️|Apparently Black Cops black conservatives and black store owners don’t matter tho|It’s sad that @teenvogue supports the transgender movement. You cannot change your gender. It’s also sad that they only seem to care about black lives when they’re killed by white people and not when they’re killed by rioters other black people or abortion.|❤️|tony mcdade doesnt matter|🎨🎨🎨🎨🎨🎨 INBOX TO CARTOON YOUR PICTURES🎨🎨🎨🎨MUSIC ARTWORKS🎨🎨🎨LOGO DESIGNS🎨🎨🎨🎨|History|@princess.rilee I have never mentioned I needed attention.  Black live is important so does other colour. Black life needed attention so does other issue so no need to be so cross. That’s just my thought.|✊🏼🖤🏳️‍🌈|Justice for all whites killed by negroes.,8596
3.184,,,"As Samantha Marie Ware puts it ""it shouldn't have to take my tweet"" to effect change in Hollywood. And change has been overdue for years. At the link in bio the actor talks about Lea Michele's ""abuse"" on the #Glee set — and why the imbalanced power structures in Hollywood ""need to crumble."" 💥",glee,|❤️|Incroyable|🙌🏽🙌🏽🙌🏽|👏🙌|❤️❤️|🔥🔥🔥|❤|💞🔥💖 SO STUNNING! 💖🔥💞|she kinda makes me wanna wear a paper bag on my head|Can’t find the link|🙌🏾|😍😍|Gorgeous💕|💚💚💚💚💚💚💚|Samantha Marie Ware is AMAZING and I’m glad y’all are giving more space for her story. It’s so important.|Great👌👌👍👍👍🤘|I never find the article,12637
3.185,,,"""Being a part of [Riverdale] was the most profound historic exciting thing for me as a Black actress and on the other end it was devastating."" At the link in bio Asha Bromfield gets candid about her experience on #Riverdale and Black representation.",riverdale,|Omg 😍😍😍|@ashabrom 🙌🏽❤|😍😍😍|😍😍😍😍|❤️❤️❤️🔥|Check out my account plz|I think its wonderful that actors feel more confident now to communicate about their work|🌹🌹🌹|💕💕💕|❤️😍😍🙌🏾🙌🏾|Why must skin color be pointed out all the time? The extreme focus on skin color is why racism continues.|👏❤️😍🎉😍❤️👏|ew rivardale|@gwendaze vogue pictures though🤩🤩🤩🤩|wow 👏|💖🔥❣️ BEAUTIFUL! ❣️🔥💖|❤️|👑👑👑👑|@lizethey|Amazing|❤️❤️|Everyone please give me a follow for daily dog posts🐶🤞🏽🙌|👌🏼|Gan gan gan😂😂😂|The black shamming continues ......|❤️|The show is crappy anyways. And it's main actor the little Aussie dude said he posted a Black box for black out Tuesday and that's as far as his allyship is going. Screw them.|❤️,15857
